seq,submitted,processed,returned,result
10794,2019-12-02 22:44:43.955000+00:00,2019-12-02 22:44:44.473000+00:00,2019-12-02 22:44:44.555000+00:00,SUCCESS
10808,2019-12-02 22:44:44.558000+00:00,2019-12-02 22:44:45.081000+00:00,2019-12-02 22:44:45.158000+00:00,NO_CHANGE
10823,2019-12-02 22:44:45.159000+00:00,2019-12-02 22:44:45.690000+00:00,2019-12-02 22:44:45.759000+00:00,NO_CHANGE
10837,2019-12-02 22:44:45.759000+00:00,2019-12-02 22:44:45.806000+00:00,2019-12-02 22:44:46.360000+00:00,JUNK_FRAME
10852,2019-12-02 22:44:46.360000+00:00,2019-12-02 22:44:46.408000+00:00,2019-12-02 22:44:46.961000+00:00,JUNK_FRAME
10866,2019-12-02 22:44:46.961000+00:00,2019-12-02 22:44:47.036000+00:00,2019-12-02 22:44:47.561000+00:00,NO_CHANGE
10880,2019-12-02 22:44:47.562000+00:00,2019-12-02 22:44:47.636000+00:00,2019-12-02 22:44:48.162000+00:00,NO_CHANGE
10895,2019-12-02 22:44:48.162000+00:00,2019-12-02 22:44:48.239000+00:00,2019-12-02 22:44:48.763000+00:00,NO_CHANGE
10909,2019-12-02 22:44:48.763000+00:00,2019-12-02 22:44:48.802000+00:00,2019-12-02 22:44:49.363000+00:00,JUNK_FRAME
10924,2019-12-02 22:44:49.364000+00:00,2019-12-02 22:44:49.914000+00:00,2019-12-02 22:44:49.964000+00:00,SUCCESS
10938,2019-12-02 22:44:49.967000+00:00,2019-12-02 22:44:50.501000+00:00,2019-12-02 22:44:52.968000+00:00,NO_CHANGE
11010,2019-12-02 22:44:52.969000+00:00,2019-12-02 22:44:53.023000+00:00,2019-12-02 22:44:55.972000+00:00,JUNK_FRAME
11082,2019-12-02 22:44:55.972000+00:00,2019-12-02 22:44:56.488000+00:00,2019-12-02 22:44:58.972000+00:00,SUCCESS
11155,2019-12-02 22:44:59.004000+00:00,2019-12-02 22:44:59.056000+00:00,2019-12-02 22:45:02.004000+00:00,JUNK_FRAME
11227,2019-12-02 22:45:02.004000+00:00,2019-12-02 22:45:02.058000+00:00,2019-12-02 22:45:05.007000+00:00,JUNK_FRAME
11299,2019-12-02 22:45:05.007000+00:00,2019-12-02 22:45:05.084000+00:00,2019-12-02 22:45:08.008000+00:00,NO_CHANGE
11371,2019-12-02 22:45:08.008000+00:00,2019-12-02 22:45:08.520000+00:00,2019-12-02 22:45:11.011000+00:00,SUCCESS
11444,2019-12-02 22:45:11.043000+00:00,2019-12-02 22:45:11.563000+00:00,2019-12-02 22:45:14.044000+00:00,NO_CHANGE
11516,2019-12-02 22:45:14.044000+00:00,2019-12-02 22:45:14.119000+00:00,2019-12-02 22:45:17.046000+00:00,NO_CHANGE
11588,2019-12-02 22:45:17.046000+00:00,2019-12-02 22:45:17.124000+00:00,2019-12-02 22:45:20.048000+00:00,NO_CHANGE
11660,2019-12-02 22:45:20.048000+00:00,2019-12-02 22:45:20.569000+00:00,2019-12-02 22:45:23.051000+00:00,TASK_ERROR
11733,2019-12-02 22:45:23.083000+00:00,2019-12-02 22:45:23.600000+00:00,2019-12-02 22:45:26.084000+00:00,NO_CHANGE
11805,2019-12-02 22:45:26.084000+00:00,2019-12-02 22:45:26.125000+00:00,2019-12-02 22:45:29.087000+00:00,JUNK_FRAME
11877,2019-12-02 22:45:29.087000+00:00,2019-12-02 22:45:29.623000+00:00,2019-12-02 22:45:32.088000+00:00,TASK_ERROR
11949,2019-12-02 22:45:32.122000+00:00,2019-12-02 22:45:32.637000+00:00,2019-12-02 22:45:35.124000+00:00,NO_CHANGE
12022,2019-12-02 22:45:35.125000+00:00,2019-12-02 22:45:35.200000+00:00,2019-12-02 22:45:38.128000+00:00,NO_CHANGE
12094,2019-12-02 22:45:38.128000+00:00,2019-12-02 22:45:38.187000+00:00,2019-12-02 22:45:41.128000+00:00,JUNK_FRAME
12166,2019-12-02 22:45:41.128000+00:00,2019-12-02 22:45:41.638000+00:00,2019-12-02 22:45:44.131000+00:00,SUCCESS
12238,2019-12-02 22:45:44.162000+00:00,2019-12-02 22:45:44.677000+00:00,2019-12-02 22:45:47.164000+00:00,NO_CHANGE
12311,2019-12-02 22:45:47.164000+00:00,2019-12-02 22:45:47.240000+00:00,2019-12-02 22:45:50.165000+00:00,NO_CHANGE
12383,2019-12-02 22:45:50.165000+00:00,2019-12-02 22:45:50.220000+00:00,2019-12-02 22:45:53.168000+00:00,JUNK_FRAME
12455,2019-12-02 22:45:53.168000+00:00,2019-12-02 22:45:53.711000+00:00,2019-12-02 22:45:56.171000+00:00,SUCCESS
12528,2019-12-02 22:45:56.210000+00:00,2019-12-02 22:45:56.722000+00:00,2019-12-02 22:45:59.212000+00:00,NO_CHANGE
12600,2019-12-02 22:45:59.212000+00:00,2019-12-02 22:45:59.740000+00:00,2019-12-02 22:46:02.215000+00:00,SUCCESS
12672,2019-12-02 22:46:02.218000+00:00,2019-12-02 22:46:02.736000+00:00,2019-12-02 22:46:05.220000+00:00,NO_CHANGE
12744,2019-12-02 22:46:05.220000+00:00,2019-12-02 22:46:05.764000+00:00,2019-12-02 22:46:08.223000+00:00,SUCCESS
12816,2019-12-02 22:46:08.230000+00:00,2019-12-02 22:46:08.757000+00:00,2019-12-02 22:46:11.233000+00:00,NO_CHANGE
12889,2019-12-02 22:46:11.233000+00:00,2019-12-02 22:46:11.752000+00:00,2019-12-02 22:46:14.233000+00:00,SUCCESS
12961,2019-12-02 22:46:14.236000+00:00,2019-12-02 22:46:14.760000+00:00,2019-12-02 22:46:17.238000+00:00,NO_CHANGE
13033,2019-12-02 22:46:17.239000+00:00,2019-12-02 22:46:17.280000+00:00,2019-12-02 22:46:20.240000+00:00,JUNK_FRAME
13105,2019-12-02 22:46:20.240000+00:00,2019-12-02 22:46:20.771000+00:00,2019-12-02 22:46:23.241000+00:00,LOW_CONFIDENCE
13177,2019-12-02 22:46:23.241000+00:00,2019-12-02 22:46:23.777000+00:00,2019-12-02 22:46:26.241000+00:00,SUCCESS
13250,2019-12-02 22:46:26.278000+00:00,2019-12-02 22:46:26.328000+00:00,2019-12-02 22:46:29.280000+00:00,JUNK_FRAME
13322,2019-12-02 22:46:29.280000+00:00,2019-12-02 22:46:29.348000+00:00,2019-12-02 22:46:32.282000+00:00,NO_CHANGE
13394,2019-12-02 22:46:32.283000+00:00,2019-12-02 22:46:32.825000+00:00,2019-12-02 22:46:35.285000+00:00,SUCCESS
13467,2019-12-02 22:46:35.319000+00:00,2019-12-02 22:46:35.834000+00:00,2019-12-02 22:46:38.020000+00:00,NO_CHANGE
13531,2019-12-02 22:46:38.020000+00:00,2019-12-02 22:46:38.096000+00:00,2019-12-02 22:46:40.722000+00:00,NO_CHANGE
13596,2019-12-02 22:46:40.723000+00:00,2019-12-02 22:46:41.239000+00:00,2019-12-02 22:46:43.425000+00:00,SUCCESS
13661,2019-12-02 22:46:43.459000+00:00,2019-12-02 22:46:43.970000+00:00,2019-12-02 22:46:46.160000+00:00,NO_CHANGE
13727,2019-12-02 22:46:46.160000+00:00,2019-12-02 22:46:46.199000+00:00,2019-12-02 22:46:48.860000+00:00,JUNK_FRAME
13792,2019-12-02 22:46:48.861000+00:00,2019-12-02 22:46:49.395000+00:00,2019-12-02 22:46:51.562000+00:00,LOW_CONFIDENCE
13856,2019-12-02 22:46:51.562000+00:00,2019-12-02 22:46:52.091000+00:00,2019-12-02 22:46:54.264000+00:00,LOW_CONFIDENCE
13921,2019-12-02 22:46:54.264000+00:00,2019-12-02 22:46:54.317000+00:00,2019-12-02 22:46:56.967000+00:00,JUNK_FRAME
13986,2019-12-02 22:46:56.967000+00:00,2019-12-02 22:46:57.011000+00:00,2019-12-02 22:46:59.668000+00:00,JUNK_FRAME
14051,2019-12-02 22:46:59.668000+00:00,2019-12-02 22:47:00.201000+00:00,2019-12-02 22:47:02.369000+00:00,SUCCESS
14117,2019-12-02 22:47:02.402000+00:00,2019-12-02 22:47:02.917000+00:00,2019-12-02 22:47:05.102000+00:00,NO_CHANGE
14181,2019-12-02 22:47:05.102000+00:00,2019-12-02 22:47:05.177000+00:00,2019-12-02 22:47:07.804000+00:00,NO_CHANGE
14246,2019-12-02 22:47:07.804000+00:00,2019-12-02 22:47:08.317000+00:00,2019-12-02 22:47:10.506000+00:00,SUCCESS
14311,2019-12-02 22:47:10.533000+00:00,2019-12-02 22:47:11.055000+00:00,2019-12-02 22:47:13.235000+00:00,NO_CHANGE
14377,2019-12-02 22:47:13.236000+00:00,2019-12-02 22:47:13.305000+00:00,2019-12-02 22:47:15.936000+00:00,NO_CHANGE
14441,2019-12-02 22:47:15.936000+00:00,2019-12-02 22:47:16.470000+00:00,2019-12-02 22:47:18.638000+00:00,SUCCESS
14506,2019-12-02 22:47:18.666000+00:00,2019-12-02 22:47:19.183000+00:00,2019-12-02 22:47:21.368000+00:00,NO_CHANGE
14572,2019-12-02 22:47:21.368000+00:00,2019-12-02 22:47:21.443000+00:00,2019-12-02 22:47:24.071000+00:00,NO_CHANGE
14637,2019-12-02 22:47:24.071000+00:00,2019-12-02 22:47:24.142000+00:00,2019-12-02 22:47:26.772000+00:00,NO_CHANGE
14702,2019-12-02 22:47:26.772000+00:00,2019-12-02 22:47:27.309000+00:00,2019-12-02 22:47:29.473000+00:00,SUCCESS
14767,2019-12-02 22:47:29.509000+00:00,2019-12-02 22:47:30.029000+00:00,2019-12-02 22:47:32.211000+00:00,NO_CHANGE
14832,2019-12-02 22:47:32.211000+00:00,2019-12-02 22:47:32.286000+00:00,2019-12-02 22:47:34.912000+00:00,NO_CHANGE
14897,2019-12-02 22:47:34.912000+00:00,2019-12-02 22:47:35.452000+00:00,2019-12-02 22:47:37.613000+00:00,SUCCESS
14963,2019-12-02 22:47:37.649000+00:00,2019-12-02 22:47:38.170000+00:00,2019-12-02 22:47:40.351000+00:00,NO_CHANGE
15027,2019-12-02 22:47:40.352000+00:00,2019-12-02 22:47:40.425000+00:00,2019-12-02 22:47:43.052000+00:00,NO_CHANGE
15092,2019-12-02 22:47:43.052000+00:00,2019-12-02 22:47:43.560000+00:00,2019-12-02 22:47:45.754000+00:00,SUCCESS
15158,2019-12-02 22:47:45.786000+00:00,2019-12-02 22:47:46.303000+00:00,2019-12-02 22:47:48.488000+00:00,NO_CHANGE
15223,2019-12-02 22:47:48.488000+00:00,2019-12-02 22:47:48.538000+00:00,2019-12-02 22:47:51.191000+00:00,JUNK_FRAME
15288,2019-12-02 22:47:51.191000+00:00,2019-12-02 22:47:51.697000+00:00,2019-12-02 22:47:53.892000+00:00,SUCCESS
15353,2019-12-02 22:47:53.925000+00:00,2019-12-02 22:47:54.449000+00:00,2019-12-02 22:47:56.626000+00:00,NO_CHANGE
15418,2019-12-02 22:47:56.626000+00:00,2019-12-02 22:47:56.701000+00:00,2019-12-02 22:47:59.328000+00:00,NO_CHANGE
15483,2019-12-02 22:47:59.328000+00:00,2019-12-02 22:47:59.856000+00:00,2019-12-02 22:48:02.030000+00:00,SUCCESS
15548,2019-12-02 22:48:02.063000+00:00,2019-12-02 22:48:02.590000+00:00,2019-12-02 22:48:04.764000+00:00,NO_CHANGE
15613,2019-12-02 22:48:04.764000+00:00,2019-12-02 22:48:04.809000+00:00,2019-12-02 22:48:07.467000+00:00,JUNK_FRAME
15678,2019-12-02 22:48:07.467000+00:00,2019-12-02 22:48:07.974000+00:00,2019-12-02 22:48:10.168000+00:00,SUCCESS
15743,2019-12-02 22:48:10.198000+00:00,2019-12-02 22:48:10.714000+00:00,2019-12-02 22:48:12.900000+00:00,LOW_CONFIDENCE
15809,2019-12-02 22:48:12.900000+00:00,2019-12-02 22:48:13.422000+00:00,2019-12-02 22:48:15.600000+00:00,SUCCESS
15874,2019-12-02 22:48:15.603000+00:00,2019-12-02 22:48:16.117000+00:00,2019-12-02 22:48:18.304000+00:00,NO_CHANGE
15938,2019-12-02 22:48:18.304000+00:00,2019-12-02 22:48:18.377000+00:00,2019-12-02 22:48:21.005000+00:00,NO_CHANGE
16003,2019-12-02 22:48:21.005000+00:00,2019-12-02 22:48:21.537000+00:00,2019-12-02 22:48:23.707000+00:00,SUCCESS
16068,2019-12-02 22:48:23.738000+00:00,2019-12-02 22:48:24.254000+00:00,2019-12-02 22:48:24.338000+00:00,NO_CHANGE
16083,2019-12-02 22:48:24.338000+00:00,2019-12-02 22:48:24.859000+00:00,2019-12-02 22:48:24.938000+00:00,NO_CHANGE
16098,2019-12-02 22:48:24.938000+00:00,2019-12-02 22:48:24.988000+00:00,2019-12-02 22:48:25.539000+00:00,JUNK_FRAME
16112,2019-12-02 22:48:25.539000+00:00,2019-12-02 22:48:25.595000+00:00,2019-12-02 22:48:26.140000+00:00,JUNK_FRAME
16126,2019-12-02 22:48:26.140000+00:00,2019-12-02 22:48:26.183000+00:00,2019-12-02 22:48:26.741000+00:00,JUNK_FRAME
16141,2019-12-02 22:48:26.741000+00:00,2019-12-02 22:48:27.270000+00:00,2019-12-02 22:48:27.341000+00:00,SUCCESS
16155,2019-12-02 22:48:27.344000+00:00,2019-12-02 22:48:27.864000+00:00,2019-12-02 22:48:27.944000+00:00,NO_CHANGE
16170,2019-12-02 22:48:27.945000+00:00,2019-12-02 22:48:28.471000+00:00,2019-12-02 22:48:28.545000+00:00,NO_CHANGE
16184,2019-12-02 22:48:28.545000+00:00,2019-12-02 22:48:28.597000+00:00,2019-12-02 22:48:29.146000+00:00,JUNK_FRAME
16199,2019-12-02 22:48:29.146000+00:00,2019-12-02 22:48:29.191000+00:00,2019-12-02 22:48:29.747000+00:00,JUNK_FRAME
16213,2019-12-02 22:48:29.747000+00:00,2019-12-02 22:48:29.823000+00:00,2019-12-02 22:48:30.348000+00:00,NO_CHANGE
16227,2019-12-02 22:48:30.348000+00:00,2019-12-02 22:48:30.405000+00:00,2019-12-02 22:48:30.949000+00:00,JUNK_FRAME
16242,2019-12-02 22:48:30.949000+00:00,2019-12-02 22:48:31.015000+00:00,2019-12-02 22:48:31.550000+00:00,NO_CHANGE
16256,2019-12-02 22:48:31.550000+00:00,2019-12-02 22:48:31.625000+00:00,2019-12-02 22:48:32.150000+00:00,NO_CHANGE
16271,2019-12-02 22:48:32.151000+00:00,2019-12-02 22:48:32.220000+00:00,2019-12-02 22:48:32.751000+00:00,NO_CHANGE
16285,2019-12-02 22:48:32.752000+00:00,2019-12-02 22:48:32.830000+00:00,2019-12-02 22:48:33.352000+00:00,NO_CHANGE
16300,2019-12-02 22:48:33.353000+00:00,2019-12-02 22:48:33.405000+00:00,2019-12-02 22:48:33.953000+00:00,JUNK_FRAME
16314,2019-12-02 22:48:33.954000+00:00,2019-12-02 22:48:33.999000+00:00,2019-12-02 22:48:34.554000+00:00,JUNK_FRAME
16328,2019-12-02 22:48:34.555000+00:00,2019-12-02 22:48:35.072000+00:00,2019-12-02 22:48:35.155000+00:00,SUCCESS
16343,2019-12-02 22:48:35.186000+00:00,2019-12-02 22:48:35.704000+00:00,2019-12-02 22:48:35.786000+00:00,NO_CHANGE
16358,2019-12-02 22:48:35.786000+00:00,2019-12-02 22:48:36.321000+00:00,2019-12-02 22:48:36.386000+00:00,NO_CHANGE
16372,2019-12-02 22:48:36.386000+00:00,2019-12-02 22:48:36.434000+00:00,2019-12-02 22:48:36.987000+00:00,JUNK_FRAME
16387,2019-12-02 22:48:36.987000+00:00,2019-12-02 22:48:37.037000+00:00,2019-12-02 22:48:37.588000+00:00,JUNK_FRAME
16401,2019-12-02 22:48:37.588000+00:00,2019-12-02 22:48:37.663000+00:00,2019-12-02 22:48:38.188000+00:00,NO_CHANGE
16416,2019-12-02 22:48:38.188000+00:00,2019-12-02 22:48:38.257000+00:00,2019-12-02 22:48:38.789000+00:00,NO_CHANGE
16430,2019-12-02 22:48:38.789000+00:00,2019-12-02 22:48:38.840000+00:00,2019-12-02 22:48:39.390000+00:00,JUNK_FRAME
16444,2019-12-02 22:48:39.390000+00:00,2019-12-02 22:48:39.437000+00:00,2019-12-02 22:48:39.991000+00:00,JUNK_FRAME
16459,2019-12-02 22:48:39.991000+00:00,2019-12-02 22:48:40.539000+00:00,2019-12-02 22:48:40.591000+00:00,SUCCESS
16473,2019-12-02 22:48:40.596000+00:00,2019-12-02 22:48:41.106000+00:00,2019-12-02 22:48:41.196000+00:00,NO_CHANGE
16488,2019-12-02 22:48:41.196000+00:00,2019-12-02 22:48:41.714000+00:00,2019-12-02 22:48:41.796000+00:00,NO_CHANGE
16502,2019-12-02 22:48:41.796000+00:00,2019-12-02 22:48:41.848000+00:00,2019-12-02 22:48:42.397000+00:00,JUNK_FRAME
16517,2019-12-02 22:48:42.397000+00:00,2019-12-02 22:48:42.444000+00:00,2019-12-02 22:48:42.998000+00:00,JUNK_FRAME
16531,2019-12-02 22:48:42.998000+00:00,2019-12-02 22:48:43.041000+00:00,2019-12-02 22:48:43.599000+00:00,JUNK_FRAME
16545,2019-12-02 22:48:43.599000+00:00,2019-12-02 22:48:44.121000+00:00,2019-12-02 22:48:44.199000+00:00,SUCCESS
16560,2019-12-02 22:48:44.203000+00:00,2019-12-02 22:48:44.715000+00:00,2019-12-02 22:48:44.803000+00:00,NO_CHANGE
16574,2019-12-02 22:48:44.803000+00:00,2019-12-02 22:48:45.336000+00:00,2019-12-02 22:48:45.404000+00:00,NO_CHANGE
16589,2019-12-02 22:48:45.404000+00:00,2019-12-02 22:48:45.447000+00:00,2019-12-02 22:48:46.005000+00:00,JUNK_FRAME
16603,2019-12-02 22:48:46.005000+00:00,2019-12-02 22:48:46.079000+00:00,2019-12-02 22:48:46.605000+00:00,NO_CHANGE
16618,2019-12-02 22:48:46.606000+00:00,2019-12-02 22:48:46.677000+00:00,2019-12-02 22:48:47.206000+00:00,NO_CHANGE
16632,2019-12-02 22:48:47.206000+00:00,2019-12-02 22:48:47.279000+00:00,2019-12-02 22:48:47.806000+00:00,NO_CHANGE
16646,2019-12-02 22:48:47.807000+00:00,2019-12-02 22:48:47.879000+00:00,2019-12-02 22:48:48.407000+00:00,NO_CHANGE
16661,2019-12-02 22:48:48.408000+00:00,2019-12-02 22:48:48.456000+00:00,2019-12-02 22:48:49.008000+00:00,JUNK_FRAME
16675,2019-12-02 22:48:49.008000+00:00,2019-12-02 22:48:49.534000+00:00,2019-12-02 22:48:49.608000+00:00,SUCCESS
16690,2019-12-02 22:48:49.611000+00:00,2019-12-02 22:48:50.137000+00:00,2019-12-02 22:48:50.211000+00:00,NO_CHANGE
16704,2019-12-02 22:48:50.211000+00:00,2019-12-02 22:48:50.739000+00:00,2019-12-02 22:48:50.812000+00:00,NO_CHANGE
16719,2019-12-02 22:48:50.812000+00:00,2019-12-02 22:48:50.860000+00:00,2019-12-02 22:48:51.413000+00:00,JUNK_FRAME
16733,2019-12-02 22:48:51.413000+00:00,2019-12-02 22:48:51.458000+00:00,2019-12-02 22:48:52.013000+00:00,JUNK_FRAME
16747,2019-12-02 22:48:52.014000+00:00,2019-12-02 22:48:52.086000+00:00,2019-12-02 22:48:52.614000+00:00,NO_CHANGE
16762,2019-12-02 22:48:52.615000+00:00,2019-12-02 22:48:52.691000+00:00,2019-12-02 22:48:53.215000+00:00,NO_CHANGE
16776,2019-12-02 22:48:53.215000+00:00,2019-12-02 22:48:53.293000+00:00,2019-12-02 22:48:53.816000+00:00,NO_CHANGE
16791,2019-12-02 22:48:53.816000+00:00,2019-12-02 22:48:53.889000+00:00,2019-12-02 22:48:54.416000+00:00,NO_CHANGE
16805,2019-12-02 22:48:54.417000+00:00,2019-12-02 22:48:54.486000+00:00,2019-12-02 22:48:55.017000+00:00,NO_CHANGE
16819,2019-12-02 22:48:55.018000+00:00,2019-12-02 22:48:55.093000+00:00,2019-12-02 22:48:55.618000+00:00,NO_CHANGE
16834,2019-12-02 22:48:55.618000+00:00,2019-12-02 22:48:55.691000+00:00,2019-12-02 22:48:56.219000+00:00,NO_CHANGE
16848,2019-12-02 22:48:56.219000+00:00,2019-12-02 22:48:56.267000+00:00,2019-12-02 22:48:56.820000+00:00,JUNK_FRAME
16863,2019-12-02 22:48:56.820000+00:00,2019-12-02 22:48:57.343000+00:00,2019-12-02 22:48:57.420000+00:00,SUCCESS
16877,2019-12-02 22:48:57.450000+00:00,2019-12-02 22:48:57.968000+00:00,2019-12-02 22:48:58.050000+00:00,NO_CHANGE
16892,2019-12-02 22:48:58.051000+00:00,2019-12-02 22:48:58.571000+00:00,2019-12-02 22:48:58.651000+00:00,NO_CHANGE
16907,2019-12-02 22:48:58.651000+00:00,2019-12-02 22:48:58.696000+00:00,2019-12-02 22:48:59.252000+00:00,JUNK_FRAME
16921,2019-12-02 22:48:59.252000+00:00,2019-12-02 22:48:59.338000+00:00,2019-12-02 22:48:59.852000+00:00,NO_CHANGE
16936,2019-12-02 22:48:59.852000+00:00,2019-12-02 22:48:59.926000+00:00,2019-12-02 22:49:00.453000+00:00,NO_CHANGE
16950,2019-12-02 22:49:00.453000+00:00,2019-12-02 22:49:00.526000+00:00,2019-12-02 22:49:01.054000+00:00,NO_CHANGE
16964,2019-12-02 22:49:01.054000+00:00,2019-12-02 22:49:01.128000+00:00,2019-12-02 22:49:01.655000+00:00,NO_CHANGE
16979,2019-12-02 22:49:01.655000+00:00,2019-12-02 22:49:01.724000+00:00,2019-12-02 22:49:02.255000+00:00,NO_CHANGE
16993,2019-12-02 22:49:02.255000+00:00,2019-12-02 22:49:02.329000+00:00,2019-12-02 22:49:02.856000+00:00,NO_CHANGE
17008,2019-12-02 22:49:02.856000+00:00,2019-12-02 22:49:02.933000+00:00,2019-12-02 22:49:03.457000+00:00,NO_CHANGE
17022,2019-12-02 22:49:03.457000+00:00,2019-12-02 22:49:03.530000+00:00,2019-12-02 22:49:04.058000+00:00,NO_CHANGE
17036,2019-12-02 22:49:04.058000+00:00,2019-12-02 22:49:04.130000+00:00,2019-12-02 22:49:04.659000+00:00,NO_CHANGE
17051,2019-12-02 22:49:04.659000+00:00,2019-12-02 22:49:04.713000+00:00,2019-12-02 22:49:05.260000+00:00,JUNK_FRAME
17065,2019-12-02 22:49:05.260000+00:00,2019-12-02 22:49:05.297000+00:00,2019-12-02 22:49:05.860000+00:00,JUNK_FRAME
17080,2019-12-02 22:49:05.860000+00:00,2019-12-02 22:49:06.368000+00:00,2019-12-02 22:49:06.461000+00:00,SUCCESS
17095,2019-12-02 22:49:06.496000+00:00,2019-12-02 22:49:07.029000+00:00,2019-12-02 22:49:07.096000+00:00,NO_CHANGE
17109,2019-12-02 22:49:07.096000+00:00,2019-12-02 22:49:07.609000+00:00,2019-12-02 22:49:07.696000+00:00,NO_CHANGE
17124,2019-12-02 22:49:07.697000+00:00,2019-12-02 22:49:07.739000+00:00,2019-12-02 22:49:08.297000+00:00,JUNK_FRAME
17138,2019-12-02 22:49:08.297000+00:00,2019-12-02 22:49:08.372000+00:00,2019-12-02 22:49:08.898000+00:00,NO_CHANGE
17153,2019-12-02 22:49:08.898000+00:00,2019-12-02 22:49:08.976000+00:00,2019-12-02 22:49:09.499000+00:00,NO_CHANGE
17167,2019-12-02 22:49:09.499000+00:00,2019-12-02 22:49:09.544000+00:00,2019-12-02 22:49:10.100000+00:00,JUNK_FRAME
17181,2019-12-02 22:49:10.100000+00:00,2019-12-02 22:49:10.151000+00:00,2019-12-02 22:49:10.701000+00:00,JUNK_FRAME
17196,2019-12-02 22:49:10.701000+00:00,2019-12-02 22:49:11.211000+00:00,2019-12-02 22:49:11.301000+00:00,SUCCESS
17210,2019-12-02 22:49:11.304000+00:00,2019-12-02 22:49:11.827000+00:00,2019-12-02 22:49:11.904000+00:00,NO_CHANGE
17225,2019-12-02 22:49:11.904000+00:00,2019-12-02 22:49:12.428000+00:00,2019-12-02 22:49:12.504000+00:00,NO_CHANGE
17239,2019-12-02 22:49:12.504000+00:00,2019-12-02 22:49:12.544000+00:00,2019-12-02 22:49:13.105000+00:00,JUNK_FRAME
17254,2019-12-02 22:49:13.105000+00:00,2019-12-02 22:49:13.178000+00:00,2019-12-02 22:49:13.706000+00:00,NO_CHANGE
17268,2019-12-02 22:49:13.706000+00:00,2019-12-02 22:49:13.781000+00:00,2019-12-02 22:49:14.307000+00:00,NO_CHANGE
17282,2019-12-02 22:49:14.307000+00:00,2019-12-02 22:49:14.341000+00:00,2019-12-02 22:49:14.908000+00:00,JUNK_FRAME
17297,2019-12-02 22:49:14.908000+00:00,2019-12-02 22:49:14.957000+00:00,2019-12-02 22:49:15.509000+00:00,JUNK_FRAME
17311,2019-12-02 22:49:15.509000+00:00,2019-12-02 22:49:16.046000+00:00,2019-12-02 22:49:16.109000+00:00,SUCCESS
17326,2019-12-02 22:49:16.112000+00:00,2019-12-02 22:49:16.634000+00:00,2019-12-02 22:49:16.712000+00:00,NO_CHANGE
17340,2019-12-02 22:49:16.713000+00:00,2019-12-02 22:49:17.245000+00:00,2019-12-02 22:49:17.313000+00:00,NO_CHANGE
17355,2019-12-02 22:49:17.313000+00:00,2019-12-02 22:49:17.347000+00:00,2019-12-02 22:49:17.914000+00:00,JUNK_FRAME
17369,2019-12-02 22:49:17.914000+00:00,2019-12-02 22:49:17.962000+00:00,2019-12-02 22:49:18.514000+00:00,JUNK_FRAME
17383,2019-12-02 22:49:18.515000+00:00,2019-12-02 22:49:18.559000+00:00,2019-12-02 22:49:19.115000+00:00,JUNK_FRAME
17398,2019-12-02 22:49:19.115000+00:00,2019-12-02 22:49:19.648000+00:00,2019-12-02 22:49:19.716000+00:00,SUCCESS
17412,2019-12-02 22:49:19.719000+00:00,2019-12-02 22:49:20.252000+00:00,2019-12-02 22:49:20.320000+00:00,NO_CHANGE
17427,2019-12-02 22:49:20.320000+00:00,2019-12-02 22:49:20.871000+00:00,2019-12-02 22:49:20.920000+00:00,NO_CHANGE
17441,2019-12-02 22:49:20.920000+00:00,2019-12-02 22:49:20.972000+00:00,2019-12-02 22:49:21.520000+00:00,JUNK_FRAME
17456,2019-12-02 22:49:21.521000+00:00,2019-12-02 22:49:21.564000+00:00,2019-12-02 22:49:22.121000+00:00,JUNK_FRAME
17470,2019-12-02 22:49:22.121000+00:00,2019-12-02 22:49:22.643000+00:00,2019-12-02 22:49:22.722000+00:00,SUCCESS
17484,2019-12-02 22:49:22.725000+00:00,2019-12-02 22:49:23.256000+00:00,2019-12-02 22:49:23.325000+00:00,NO_CHANGE
17499,2019-12-02 22:49:23.325000+00:00,2019-12-02 22:49:23.873000+00:00,2019-12-02 22:49:23.925000+00:00,NO_CHANGE
17513,2019-12-02 22:49:23.925000+00:00,2019-12-02 22:49:23.973000+00:00,2019-12-02 22:49:24.526000+00:00,JUNK_FRAME
17528,2019-12-02 22:49:24.526000+00:00,2019-12-02 22:49:24.598000+00:00,2019-12-02 22:49:25.126000+00:00,NO_CHANGE
17542,2019-12-02 22:49:25.126000+00:00,2019-12-02 22:49:25.202000+00:00,2019-12-02 22:49:25.727000+00:00,NO_CHANGE
17556,2019-12-02 22:49:25.727000+00:00,2019-12-02 22:49:25.798000+00:00,2019-12-02 22:49:26.328000+00:00,NO_CHANGE
17571,2019-12-02 22:49:26.328000+00:00,2019-12-02 22:49:26.373000+00:00,2019-12-02 22:49:26.929000+00:00,JUNK_FRAME
17585,2019-12-02 22:49:26.929000+00:00,2019-12-02 22:49:27.458000+00:00,2019-12-02 22:49:27.529000+00:00,SUCCESS
17600,2019-12-02 22:49:27.532000+00:00,2019-12-02 22:49:28.066000+00:00,2019-12-02 22:49:28.066000+00:00,NO_CHANGE
17613,2019-12-02 22:49:28.066000+00:00,2019-12-02 22:49:28.582000+00:00,2019-12-02 22:49:28.582000+00:00,NO_CHANGE
17625,2019-12-02 22:49:28.582000+00:00,2019-12-02 22:49:28.621000+00:00,2019-12-02 22:49:28.621000+00:00,JUNK_FRAME
